Image Name,Description,Categories,label
slag-inclusion(resize)2-18.jpg,"1. The image depicting the inspection of the weld on the steel pipe reveals the presence of defects, notably slag inclusion. Slag inclusion occurs when welding slag becomes trapped within the weld as it is being created.","steel pipe, slag inclusion",404
slag-inclusion(resize)2-19.jpg,"2. In the inspection image of the steel pipe weld, various defects can be observed, with slag inclusion being one of them. Slag inclusion occurs when welding slag gets confined within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(resize)2-20.jpg,"3. Within the inspection image of the steel pipe weld, defects such as slag inclusion are evident. Slag inclusion refers to the entrapment of welding slag within the weld as it is being formed.","steel pipe, slag inclusion",404
slag-inclusion(resize)2-21.jpg,4. The defects revealed in the inspection image of the steel pipe weld include slag inclusion. Slag inclusion is the phenomenon where welding slag becomes trapped within the weld during the welding process.,"steel pipe, slag inclusion",404
slag-inclusion(resize)2-22.jpg,"5. The inspection image displaying the weld on the steel pipe showcases defects, among which is slag inclusion. This term denotes the entrapment of welding slag within the weld as it is being created.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-00.jpg,"1. Depicted in this image of a steel pipe weld inspection are imperfections such as slag inclusion, which occurs when welding slag becomes trapped within the weld as it is being created.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-01.jpg,"2. Within the weld depicted in this steel pipe inspection image, one can observe defects like slag inclusion, a phenomenon where welding slag becomes inadvertently trapped during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-02.jpg,"3. In this image showcasing the inspection of a steel pipe weld, one can clearly see defects, such as slag inclusion, wherein welding slag gets trapped within the weld during the welding operation.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-03.jpg,"4. The defects visible in the inspection image of this steel pipe weld include slag inclusion, which refers to the occurrence of welding slag becoming trapped within the weld as it is being formed.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-04.jpg,"5. Shown in this image of a steel pipe weld inspection are various defects, including slag inclusion, which is the result of welding slag becoming embedded within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-05.jpg,"1. The inspection image of this steel pipe weld reveals defects, such as the presence of slag inclusion. Slag inclusion occurs when welding slag becomes trapped within the weld as it is being created.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-06.jpg,"2. In this image showing the inspection of a steel pipe weld, defects are visible, notably the presence of slag inclusion. Slag inclusion happens when welding slag gets trapped inside the weld while the welding process takes place.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-07.jpg,"3. Defects, including slag inclusion, are evident in the inspection image of this steel pipe weld. Slag inclusion refers to the entrapment of welding slag within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-08.jpg,"4. The inspection image of this steel pipe weld displays defects, one of which is slag inclusion. Slag inclusion occurs when welding slag becomes trapped within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-09.jpg,"5. Within the inspection image of this steel pipe weld, defects are apparent, with slag inclusion being one of them. Slag inclusion describes the entrapment of welding slag within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-10.jpg,"1. Indicated in this image of steel pipe weld inspection are defects, displaying the presence of slag inclusion. Slag inclusion occurs when welding slag becomes trapped within the weld as it is being welded.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-11.jpg,"2. In this image capturing the inspection of steel pipe welds, defects are visible, notably the presence of slag inclusion. Slag inclusion occurs when welding slag gets trapped within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-12.jpg,"3. The inspection image of this steel pipe weld reveals flaws, among which are slag inclusions. Slag inclusion occurs when welding slag becomes entrapped within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-13.jpg,"4. Defects, such as slag inclusion, are identified in this steel pipe weld inspection image. Slag inclusion pertains to the entrapment of welding slag within the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-14.jpg,"5. The defects observed in this image of steel pipe weld inspection include slag inclusion, which occurs when welding slag becomes enclosed within the weld while welding.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-15.jpg,"1. In this image of an inspection on a steel pipe weld, defects such as slag inclusion are visible. Slag inclusion occurs when welding slag gets trapped within the weld as it is being created.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-16.jpg,"2. Displayed in this image is an inspection of a steel pipe weld, revealing flaws like slag inclusion. Slag inclusion happens when welding slag becomes enclosed within the weld during the welding procedure.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-17.jpg,"3. The inspection image of this steel pipe weld highlights various defects, with slag inclusion being one of them. Slag inclusion is the result of welding slag becoming trapped inside the weld while the welding process takes place.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-18.jpg,"4. Revealed in the inspection image of this steel pipe weld are defects, including slag inclusion. Slag inclusion refers to the entrapment of welding slag within the weld as it is being formed.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-19.jpg,"5. Within this image capturing an inspection of a steel pipe weld, defects such as slag inclusion are evident. Slag inclusion occurs when welding slag becomes trapped inside the weld during the welding process.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-20.jpg,"1. The inspection image of this steel pipe weld reveals defects such as slag inclusion, which is the trapping of welding slag within the weld as it is being welded.","steel pipe, slag inclusion",404
slag-inclusion(rotate)2-21.jpg,"2. In this image of a steel pipe weld inspection, various defects are visible, among them slag inclusion, a situation where welding slag gets stuck inside the weld during the welding process.","steel pipe, slag inclusion",404
